job_id,resume_id,similarity_score,rank
54,9328,0.2757,
54,2724,0.2552,
54,8834,0.2531,
54,2429,0.2384,
54,5894,0.238,
54,6174,0.2333,
54,169,0.2331,
54,1908,0.2325,
54,7486,0.2279,
54,4531,0.2257,
54,5809,0.2252,
54,1909,0.2205,
54,78,0.2205,
54,6613,0.22,
54,5360,0.2161,
54,7374,0.2105,
54,1215,0.2083,
54,7973,0.2081,
54,6935,0.207,
54,9452,0.2067,
161,2373,0.2027,
161,4490,0.1869,
161,2461,0.1766,
161,6072,0.1708,
161,9394,0.165,
161,8857,0.1597,
161,622,0.1596,
161,6998,0.1592,
161,2344,0.1578,
161,2813,0.1576,
161,6803,0.1535,
161,8457,0.1525,
161,7543,0.1517,
161,2434,0.1478,
161,4271,0.1442,
161,534,0.1439,
161,5149,0.1412,
161,4451,0.1406,
161,7628,0.1391,
161,140,0.1366,
162,3840,0.2503,
162,6849,0.2273,
162,164,0.2227,
162,312,0.219,
162,4682,0.2117,
162,2302,0.2114,
162,8374,0.2109,
162,8326,0.2104,
162,1162,0.2098,
162,6613,0.2085,
162,7925,0.2072,
162,8005,0.2063,
